Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street
120621756,08/24/2012,0045,06,Hollywood,0678,20,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
120627186,11/08/2012,0450,06,Hollywood,0678,26,M,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,SIERRA VISTA,WESTERN                      AV
120627728,11/14/2012,0500,06,Hollywood,0657,32,M,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,SIERRA VISTA,WESTERN                      AV
122020103,11/14/2012,2250,20,Olympic,2063,18,F,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,WASHINGTON                   BL,WESTERN
130604559,01/07/2013,0635,06,Hollywood,0657,29,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
130604570,01/07/2013,0655,06,Hollywood,0657,43,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
130605104,01/16/2013,0440,06,Hollywood,0648,40,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SUNSET                       BL,WESTERN                      BL
132005155,01/25/2013,2140,20,Olympic,2042,24,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,JAMES M WOOD,WESTERN
132005157,01/25/2013,2200,20,Olympic,2073,27,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
132005991,02/13/2013,2225,20,Olympic,2011,62,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
132005993,02/13/2013,2200,20,Olympic,2011,52,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
132011585,06/08/2013,0005,20,Olympic,2011,38,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
132011586,06/07/2013,2300,20,Olympic,2011,48,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
142015781,09/04/2014,1230,20,Olympic,2073,30,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CAMBRIDGE,WESTERN
142016829,09/25/2014,0120,20,Olympic,2071,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
142019413,11/12/2014,2330,20,Olympic,2073,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CAMBRIDGE,WESTERN
152004654,01/13/2015,0500,20,Olympic,2081,18,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,18TH                         ST,WESTERN                      AV
152005479,01/29/2015,2220,20,Olympic,2073,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
152005884,02/06/2015,0046,20,Olympic,2081,43,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,18TH,WESTERN
152006469,02/13/2015,2140,20,Olympic,2021,24,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,15TH,WESTERN
152008032,03/24/2015,0510,20,Olympic,2023,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,15TH,WESTERN
152019606,11/24/2015,0440,20,Olympic,2081,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,18TH                         ST,WESTERN                      AV
162005202,01/21/2016,2320,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
162005204,01/20/2016,2110,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
162005760,02/04/2016,2145,20,Olympic,2071,38,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162005761,02/05/2016,1255,20,Olympic,2071,40,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162005764,02/05/2016,1220,20,Olympic,2071,19,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162005765,02/04/2016,1135,20,Olympic,2071,21,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162005766,02/04/2016,2230,20,Olympic,2071,23,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162005767,02/05/2016,1235,20,Olympic,2071,28,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162009508,03/29/2016,0500,20,Olympic,2091,25,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,20TH                         ST,WESTERN                      AV
162009509,03/29/2016,1705,20,Olympic,2091,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,20TH,WESTERN                      AV
162009510,03/30/2016,1750,20,Olympic,2063,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         PL,WESTERN                      AV
162011479,05/28/2016,0230,20,Olympic,2063,19,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         ST,WESTERN
162012236,06/17/2016,0215,20,Olympic,2062,28,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
162013325,07/09/2016,0045,20,Olympic,2071,39,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
162013326,07/09/2016,0145,20,Olympic,2071,51,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162013327,07/09/2016,0050,20,Olympic,2071,22,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
162013329,07/09/2016,0010,20,Olympic,2071,30,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162013333,07/09/2016,0110,20,Olympic,2071,23,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
162013334,07/09/2016,2350,20,Olympic,2071,30,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162013336,07/09/2016,0140,20,Olympic,2071,48,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN                      AV
162013338,07/09/2016,0140,20,Olympic,2071,22,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162013339,07/09/2016,0050,20,Olympic,2071,27,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162014570,08/02/2016,0015,20,Olympic,2073,22,F,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,15TH                         ST,WESTERN                      AV
162015078,08/11/2016,0145,20,Olympic,2091,24,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,20TH                         ST,WESTERN                      AV
162020808,12/07/2016,0705,20,Olympic,2053,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,HARRINGTON                   AV,WESTERN                      AV
162020826,12/09/2016,0100,20,Olympic,2071,22,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162020835,12/09/2016,0020,20,Olympic,2071,20,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
162020838,12/09/2016,1234,20,Olympic,2071,31,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
172007792,03/11/2017,0230,20,Olympic,2062,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
172013049,06/28/2017,1740,20,Olympic,2062,19,F,H,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,16TH                         ST,WESTERN                      AV
172014661,07/27/2017,2145,20,Olympic,2073,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CAMBRIDGE                    ST,WESTERN                      AV
172016523,08/31/2017,2251,20,Olympic,2062,37,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
172016524,09/01/2017,0125,20,Olympic,2071,45,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
172018858,10/12/2017,1040,20,Olympic,2071,24,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
172018859,10/02/2017,1120,20,Olympic,2071,23,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
172019556,10/28/2017,1205,20,Olympic,2071,28,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
172021078,11/17/2017,0105,20,Olympic,2053,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CONNECTICUT,WESTERN
172021079,11/17/2017,0105,20,Olympic,2053,29,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CONNECTICUT,WESTERN                      AV
172021800,12/08/2017,2335,20,Olympic,2081,24,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CAMBRIDGE,WESTERN
172022369,12/20/2017,0500,20,Olympic,2002,37,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
172022857,12/30/2017,2230,20,Olympic,2071,48,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
172022858,12/31/2017,0005,20,Olympic,2071,26,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
180611030,04/26/2018,0540,06,Hollywood,0678,22,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,MARATHON,WESTERN
180611031,04/26/2018,0530,06,Hollywood,0678,27,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,MARATHON,WESTERN
180611032,04/26/2018,0530,06,Hollywood,0678,23,F,W,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,MARATHON,WESTERN
180614341,06/07/2018,0345,06,Hollywood,0678,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN                      AV
180620609,09/18/2018,0430,06,Hollywood,0627,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE                      AV,WESTERN                      AV
182005067,01/18/2018,2200,20,Olympic,2073,46,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CAMBRIDGE,WESTERN
182005791,01/26/2018,0045,20,Olympic,2071,21,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182005792,01/25/2018,2300,20,Olympic,2071,39,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182005793,01/25/2018,2230,20,Olympic,2071,24,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182005797,01/28/2018,0130,20,Olympic,2062,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
182005799,01/28/2018,0100,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
182005800,01/28/2018,0140,20,Olympic,2063,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,HARRINGTON,WESTERN                      AV
182005804,01/28/2018,0030,20,Olympic,2071,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
182005805,01/28/2018,0050,20,Olympic,2062,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
182005807,01/28/2018,0320,20,Olympic,2081,24,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,18TH                         ST,WESTERN
182005980,01/27/2018,0240,20,Olympic,2011,26,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,1ST,WESTERN
182007312,02/24/2018,2345,20,Olympic,2062,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
182008197,03/16/2018,0240,20,Olympic,2001,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROSEWOOD,WESTERN                      AV
182008907,03/29/2018,0800,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
182008908,03/29/2018,0755,20,Olympic,2062,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
182008909,03/29/2018,0745,20,Olympic,2062,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
182008911,03/29/2018,0810,20,Olympic,2062,22,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,11TH,WESTERN                      AV
182009066,03/31/2018,2335,20,Olympic,2071,58,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
182009067,04/01/2018,0040,20,Olympic,2071,30,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182009068,03/31/2018,2340,20,Olympic,2071,44,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182009611,04/14/2018,0350,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         ST,WESTERN                      AV
182009813,04/18/2018,0530,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         ST,WESTERN
182009814,04/18/2018,0530,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         ST,WESTERN                      AV
182010319,04/21/2018,0510,20,Olympic,2062,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
182010325,04/26/2018,0400,20,Olympic,2053,30,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
182010327,04/26/2018,0425,20,Olympic,2062,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
182010328,04/26/2018,0450,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN
182010329,04/26/2018,0645,20,Olympic,2063,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH,WESTERN
182010330,04/14/2018,0345,20,Olympic,2063,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB,WESTERN
182010332,04/14/2018,0415,20,Olympic,2062,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
182010334,04/20/2018,0545,20,Olympic,2062,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         PL,WESTERN                      AV
182010335,04/21/2018,0450,20,Olympic,2062,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
182010336,04/21/2018,0515,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
182010337,04/21/2018,0455,20,Olympic,2062,18,F,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
182010339,04/14/2018,0500,20,Olympic,2062,27,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
182010340,04/21/2018,0520,20,Olympic,2062,19,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
182010515,05/02/2018,0550,20,Olympic,2062,23,F,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         ST,WESTERN
182010924,04/27/2018,2340,20,Olympic,2071,24,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182010928,04/27/2018,1055,20,Olympic,2071,33,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182011148,05/12/2018,0745,20,Olympic,2063,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
182012653,06/06/2018,0425,20,Olympic,2063,27,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
182012654,06/06/2018,0350,20,Olympic,2073,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
182012656,06/07/2018,1210,20,Olympic,2073,46,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CAMBRIDGE,WESTERN
182012671,06/07/2018,0245,20,Olympic,2002,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MAPLEWOOD,WESTERN
182012799,06/16/2018,0530,20,Olympic,2001,35,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ELMWOOD,WESTERN                      AV
182013254,06/23/2018,2200,20,Olympic,2071,24,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182013255,06/23/2018,1045,20,Olympic,2071,24,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182013256,06/23/2018,2335,20,Olympic,2071,22,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182013767,07/06/2018,0340,20,Olympic,2083,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         ST,WESTERN                      AV
182013768,07/06/2018,0410,20,Olympic,2062,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
182013769,07/06/2018,0525,20,Olympic,2062,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
182016061,08/21/2018,1725,20,Olympic,2071,20,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,14TH                         ST,WESTERN                      AV
182016362,08/25/2018,0445,20,Olympic,2063,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182016364,08/25/2018,1645,20,Olympic,2063,18,F,H,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,15TH                         ST,WESTERN                      AV
182016511,08/25/2018,1645,20,Olympic,2063,27,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,15TH                         ST,WESTERN                      AV
182016605,09/01/2018,0140,20,Olympic,2002,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY                      BL,WESTERN                      AV
182018033,09/29/2018,0020,20,Olympic,2062,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
182018065,09/22/2018,0440,20,Olympic,2062,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB,WESTERN                      AV
182018066,09/22/2018,0340,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,HARRINGTON,WESTERN                      AV
182020298,11/03/2018,0530,20,Olympic,2083,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,18TH,WESTERN
182020501,11/14/2018,0510,20,Olympic,2063,20,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         ST,WESTERN                      AV
182020664,11/10/2018,2235,20,Olympic,2071,34,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
182020950,11/10/2018,2255,20,Olympic,2071,51,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
182021509,12/04/2018,0500,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         ST,WESTERN
182021625,11/03/2018,0315,20,Olympic,2002,48,F,W,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CLINTON,WESTERN
182021672,12/01/2018,0530,20,Olympic,2063,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
182021976,12/01/2018,0115,20,Olympic,2063,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,HARRINGTON                   AV,WESTERN                      AV
182022018,12/08/2018,0350,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN
190606732,02/09/2019,0300,06,Hollywood,0678,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
192004670,01/04/2019,0425,20,Olympic,2073,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
192004671,01/04/2019,0355,20,Olympic,2073,19,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
192005265,01/26/2019,0320,20,Olympic,2083,28,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,18TH                         ST,WESTERN                      AV
192005444,01/27/2019,0315,20,Olympic,2073,21,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
192005679,01/31/2019,0100,20,Olympic,2081,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,18TH                         ST,WESTERN                      AV
192005866,01/31/2019,2350,20,Olympic,2063,58,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,EXPOSITION,WESTERN
192005919,02/09/2019,0120,20,Olympic,2073,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
192006391,02/15/2019,2315,20,Olympic,2071,52,M,A,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
192006392,02/15/2019,2350,20,Olympic,2071,34,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
192006393,02/16/2019,0020,20,Olympic,2071,27,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
192006394,02/15/2019,2250,20,Olympic,2071,26,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
192008382,03/21/2019,0340,20,Olympic,2091,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,20TH,WESTERN
192008384,03/21/2019,0630,20,Olympic,2063,55,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH,WESTERN
192008386,03/21/2019,0350,20,Olympic,2002,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROSEWOOD,WESTERN
192008426,03/21/2019,0420,20,Olympic,2002,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ELMWOOD,WESTERN
192008908,03/31/2019,0020,20,Olympic,2073,44,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
192009074,03/30/2019,2330,20,Olympic,2071,36,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
192010330,05/04/2019,2330,20,Olympic,2071,53,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
192010339,05/04/2019,0005,20,Olympic,2071,25,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
192011089,05/17/2019,0400,20,Olympic,2004,20,F,H,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,ROSEWOOD                     AV,WESTERN                      AV
192011753,05/24/2019,0545,20,Olympic,2002,19,F,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,ROSEWOOD,WESTERN
192013027,06/22/2019,0415,20,Olympic,2062,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
192013028,06/22/2019,0500,20,Olympic,2063,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,HARRINGTON,WESTERN
192013523,07/06/2019,0505,20,Olympic,2062,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN
192014207,07/20/2019,0600,20,Olympic,2002,29,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,ROSEWOOD,WESTERN
192014209,07/20/2019,0430,20,Olympic,2002,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROSEWOOD,WESTERN
192014212,07/20/2019,0405,20,Olympic,2002,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
192014585,07/29/2019,0130,20,Olympic,2073,27,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CAMBRIDGE,WESTERN
192014811,07/29/2019,0155,20,Olympic,2001,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
192015597,08/19/2019,0345,20,Olympic,2002,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROSEWOOD,WESTERN
192015598,08/19/2019,0330,20,Olympic,2004,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OAKWOOD,WESTERN
192016760,07/30/2019,0315,20,Olympic,2091,31,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,20TH                         ST,WESTERN                      AV
2118402,01/10/2010,0210,20,Olympic,2002,24,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,ELMWOOD                      ST,WESTERN                      AV
2118403,01/10/2010,0210,20,Olympic,2002,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,ELMWOOD                      ST,WESTERN                      AV
2118404,01/10/2010,0140,20,Olympic,2022,49,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,4TH                          ST,WESTERN                      AV
2155699,02/14/2010,0125,06,Hollywood,0645,23,F,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SUNSET                       BL,WESTERN                      ST
2155702,02/14/2010,0130,20,Olympic,2011,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OAKWOOD                      AV,WESTERN
