Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street
2944427,11/11/2011,2215,20,Olympic,2011,26,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,1ST,WESTERN
2944428,11/11/2011,2215,20,Olympic,2011,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN
2950004,11/17/2011,0050,06,Hollywood,0677,26,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
2952320,11/18/2011,1815,20,Olympic,2083,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,18TH,WESTERN
2952827,11/18/2011,2210,20,Olympic,2011,45,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
2952853,11/18/2011,2140,20,Olympic,2011,54,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
2953049,11/19/2011,0130,06,Hollywood,0657,28,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BARTON,WESTERN
2953064,11/19/2011,0245,06,Hollywood,0677,31,F,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LA CRESTA,WESTERN                      AV
2953086,11/19/2011,0245,06,Hollywood,0678,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
2953094,11/19/2011,0200,06,Hollywood,0678,26,F,F,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
2953895,11/20/2011,0030,06,Hollywood,0678,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
2953937,11/20/2011,0050,06,Hollywood,0678,32,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
2953947,11/20/2011,0130,06,Hollywood,0678,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
2953954,11/20/2011,0005,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
2954182,11/20/2011,0235,06,Hollywood,0678,25,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
2955954,11/22/2011,0430,20,Olympic,2013,30,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,2ND,WESTERN
2957254,11/23/2011,0700,20,Olympic,2011,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC,WESTERN
2966029,12/01/2011,2215,20,Olympic,2013,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY                      AV,WESTERN                      AV
2966142,12/02/2011,0030,20,Olympic,2042,23,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         ST,WESTERN                      AV
2966160,12/02/2011,0115,20,Olympic,2011,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
2967364,12/02/2011,2225,20,Olympic,2049,30,M,H,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,1ST                          ST,WESTERN
2971173,12/07/2011,0006,06,Hollywood,0659,23,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,FERNWOOD,WESTERN
2973587,12/08/2011,2125,20,Olympic,2011,22,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
2973590,12/08/2011,2330,20,Olympic,2011,38,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
2973591,12/08/2011,2315,20,Olympic,2011,59,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN
2973599,12/08/2011,2100,20,Olympic,2011,37,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
2973612,12/08/2011,2205,20,Olympic,2011,35,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
2973630,12/08/2011,2150,20,Olympic,2011,29,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
2978642,12/13/2011,2130,20,Olympic,2062,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
2978656,12/13/2011,2130,20,Olympic,2062,18,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,11TH                         ST,WESTERN
2980696,12/15/2011,2335,06,Hollywood,0678,32,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
2982266,12/17/2011,0145,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,MARATHON,WESTERN
2983230,12/17/2011,2350,20,Olympic,2002,23,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
2983249,12/18/2011,0055,06,Hollywood,0678,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
2983267,12/18/2011,0140,20,Olympic,2002,22,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
2986119,12/20/2011,2325,06,Hollywood,0677,47,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE                  AV,WESTERN                      AV
2987471,12/22/2011,0020,20,Olympic,2011,21,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CLINTON,WESTERN
2996905,12/31/2011,0445,20,Olympic,2013,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,2ND                          ST,WESTERN
3001840,01/05/2012,0005,20,Olympic,2002,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
3001847,01/04/2012,2355,20,Olympic,2002,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ELMWOOD,WESTERN
3003350,01/05/2012,2345,20,Olympic,2002,23,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
3004531,01/07/2012,0010,06,Hollywood,0678,20,F,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3004569,01/07/2012,0025,06,Hollywood,0678,17,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,WILSHIRE,WESTERN                      AV
3004613,01/07/2012,0050,20,Olympic,2002,20,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN                      AV
3004711,01/07/2012,0135,06,Hollywood,0678,37,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3004724,01/07/2012,0050,20,Olympic,2013,24,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
3004809,01/07/2012,0345,20,Olympic,2011,22,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN                      AV
3004813,01/07/2012,0448,06,Hollywood,0657,21,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GORVE,WESTERN                      AV
3004815,01/07/2012,0345,20,Olympic,2011,21,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
3005727,01/08/2012,0200,20,Olympic,2021,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
3009845,01/12/2012,0030,06,Hollywood,0669,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEXINGTON,WESTERN
3009863,01/12/2012,0200,06,Hollywood,0676,20,F,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROSEWOOD,WESTERN
3019236,01/19/2012,0635,20,Olympic,2022,22,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,5TH                          ST,WESTERN                      AV
3019949,01/19/2012,2340,06,Hollywood,0678,26,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3020085,01/20/2012,0140,06,Hollywood,0678,52,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3020125,01/20/2012,0220,06,Hollywood,0678,28,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3020151,01/20/2012,0305,06,Hollywood,0678,54,M,B,13,Prostitution/Allied,F,647(B)PC,PROSTITUTION WITH PRIOR KNOWLEDGE OF AIDS,LEMON GROVE,WESTERN
3021488,01/21/2012,0050,06,Hollywood,0668,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3021607,01/21/2012,0140,06,Hollywood,0636,18,F,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3021620,01/21/2012,0140,06,Hollywood,0678,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3021628,01/21/2012,0230,06,Hollywood,0678,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
3021633,01/21/2012,0125,06,Hollywood,0646,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3021641,01/21/2012,0140,06,Hollywood,0626,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3025918,01/25/2012,0645,20,Olympic,2064,24,F,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CLIFTON,WESTERN                      AV
3027152,01/26/2012,0700,20,Olympic,2002,19,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MAPLEWOOD                    ST,WESTERN                      ST
3027155,01/26/2012,0620,20,Olympic,2013,25,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,2ND                          ST,WESTERN                      AV
3027190,01/26/2012,0645,20,Olympic,2002,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
3028334,01/27/2012,0115,06,Hollywood,0657,23,M,H,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,SIERRA VISTA,WESTERN
3029645,01/28/2012,0155,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3033456,01/31/2012,2225,20,Olympic,2011,33,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
3033459,01/31/2012,2120,20,Olympic,2011,32,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
3033462,01/31/2012,2105,20,Olympic,2011,23,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      ST
3033483,01/31/2012,2300,20,Olympic,2011,59,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN
3033484,01/31/2012,2240,20,Olympic,2011,51,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
3033494,01/31/2012,2205,20,Olympic,2011,21,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN
3034900,02/02/2012,0205,06,Hollywood,0678,21,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN                      AV
3037707,02/03/2012,2325,06,Hollywood,0677,19,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE                  AV,WESTERN                      AV
3037779,02/04/2012,0015,06,Hollywood,0677,27,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3037839,02/04/2012,0030,06,Hollywood,0677,28,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3037893,02/04/2012,0125,06,Hollywood,0657,28,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3037897,02/04/2012,0130,06,Hollywood,0677,35,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3037923,02/04/2012,0120,06,Hollywood,0677,36,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3043323,02/08/2012,2050,20,Olympic,2071,18,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,PICO                         BL,WESTERN                      BL
3044943,02/10/2012,0050,06,Hollywood,0677,25,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
3044956,02/10/2012,0145,06,Hollywood,0677,50,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
3044986,02/10/2012,0150,06,Hollywood,0657,32,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
3046319,02/11/2012,0100,06,Hollywood,0646,23,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3046433,02/11/2012,0155,06,Hollywood,0657,22,M,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,SIERRA VISTA,WESTERN
3052859,02/16/2012,2340,06,Hollywood,0668,31,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SANTA MONICA,WESTERN
3052887,02/17/2012,0040,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3052957,02/17/2012,0015,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,MARATHON                     ST,WESTERN                      AV
3054445,02/18/2012,0125,06,Hollywood,0657,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3054566,02/17/2012,2335,06,Hollywood,0678,28,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON                     ST,WESTERN                      AV
3054572,02/18/2012,0310,06,Hollywood,0678,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE                    ST,WESTERN                      AV
3055599,02/19/2012,0245,20,Olympic,2011,17,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
3062720,02/25/2012,0300,20,Olympic,2011,23,F,W,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,CLINTON                      ST,WESTERN                      AV
3064174,02/26/2012,0655,20,Olympic,2011,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
3066923,02/29/2012,0120,06,Hollywood,0636,36,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,VIRGINIA,WESTERN
3068038,02/29/2012,2150,06,Hollywood,0677,51,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN                      AV
3068056,02/29/2012,2115,06,Hollywood,0657,47,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN                      AV
3068067,02/29/2012,2130,06,Hollywood,0657,27,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN                      AV
3086051,03/14/2012,2220,06,Hollywood,0657,27,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMONGROVE,WESTERN
3087529,03/16/2012,0130,06,Hollywood,0678,52,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3087546,03/16/2012,0150,06,Hollywood,0678,40,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3088798,03/17/2012,0005,06,Hollywood,0678,39,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN                      AV
3088800,03/17/2012,0015,06,Hollywood,0678,28,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3088816,03/16/2012,2340,06,Hollywood,0657,28,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BARTON,WESTERN
3095361,03/22/2012,2115,06,Hollywood,0657,63,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3097656,03/24/2012,2320,06,Hollywood,0659,22,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,LEMON GROVE,WESTERN
3103212,03/29/2012,2220,06,Hollywood,0659,46,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3103223,03/29/2012,2255,06,Hollywood,0659,30,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3103271,03/30/2012,0030,06,Hollywood,0677,26,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SANTA MONICA,WESTERN
3104393,03/30/2012,2215,06,Hollywood,0677,45,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MONROE,WESTERN
3104398,03/30/2012,2240,06,Hollywood,0677,31,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MONROE,WESTERN
3104705,03/30/2012,2300,06,Hollywood,0677,28,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MONROE,WESTERN
3104740,03/31/2012,0010,20,Olympic,2011,27,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ELMWOOD,WESTERN
3110125,04/04/2012,2135,06,Hollywood,0678,21,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3110144,04/03/2012,2200,06,Hollywood,0678,35,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3110162,04/04/2012,2310,06,Hollywood,0678,29,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3110208,04/04/2012,2235,06,Hollywood,0678,20,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3110273,04/05/2012,0120,06,Hollywood,0678,21,M,H,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,SANTA MONCIA,WESTERN
3111365,04/05/2012,2225,06,Hollywood,0677,36,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MONROE,WESTERN
3111407,04/05/2012,2240,06,Hollywood,0677,33,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MONROE,WESTERN
3118403,04/11/2012,2320,06,Hollywood,0678,20,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SIERRA VISTA,WESTERN
3128065,04/19/2012,2345,06,Hollywood,0636,29,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SUNSET,WESTERN
3133012,04/24/2012,2130,06,Hollywood,0678,35,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN                      AV
3134478,04/25/2012,2200,06,Hollywood,0678,41,M,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN                      AV
3135523,04/26/2012,1005,06,Hollywood,0678,34,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3135528,04/26/2012,2145,06,Hollywood,0678,29,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3135549,04/26/2012,2220,06,Hollywood,0678,32,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3135593,04/26/2012,2035,20,Olympic,2011,60,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
3135612,04/26/2012,2100,20,Olympic,2011,29,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
3135641,04/26/2012,2015,20,Olympic,2011,30,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST                          ST,WESTERN                      AV
3136233,07/29/2012,0315,06,Hollywood,0678,21,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN
3136240,07/29/2012,0300,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,INSTITUTE,WESTERN
3136242,07/29/2012,0300,06,Hollywood,0678,19,F,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
3137571,04/28/2012,0320,20,Olympic,2011,18,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,1ST,WESTERN
3144305,05/04/2012,0130,20,Olympic,2004,18,F,W,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,MELROSE,WESTERN
3144320,05/04/2012,0050,20,Olympic,2002,20,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
3144322,05/04/2012,0045,20,Olympic,2011,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,1ST                          ST,WESTERN
3144815,08/26/2012,0130,06,Hollywood,0678,37,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3144825,08/26/2012,0245,06,Hollywood,0678,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3146932,05/05/2012,2330,06,Hollywood,0646,42,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MONROE,WESTERN
3151660,05/10/2012,0340,20,Olympic,2011,32,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,1ST                          ST,WESTERN                      AV
3157920,05/15/2012,1530,20,Olympic,2073,20,F,B,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,15TH                         ST,WESTERN
3167660,05/24/2012,0030,20,Olympic,2002,30,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
3179144,06/02/2012,0110,06,Hollywood,0668,13,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SUNSET,WESTERN
3179966,06/02/2012,2340,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
3184879,06/07/2012,0445,06,Hollywood,0697,25,F,W,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,LEMON GROVE,WESTERN
3187474,06/08/2012,2340,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
3200985,06/21/2012,0050,06,Hollywood,0657,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SIERRA VISTA,WESTERN
3201000,06/21/2012,0100,06,Hollywood,0657,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SIERRA VISTA,WESTERN
3201014,06/21/2012,0020,20,Olympic,2011,16,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
3202133,06/21/2012,2145,06,Hollywood,0657,41,M,W,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,LEMON GROVE,WESTERN
3202381,06/21/2012,2205,20,Olympic,2002,27,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
3202383,06/22/2012,0040,06,Hollywood,0657,19,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SIERRA VISTA,WESTERN
3203761,06/22/2012,2330,20,Olympic,2071,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
3203815,06/23/2012,0145,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN                      AV
3203989,06/23/2012,0215,06,Hollywood,0657,18,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMONGROVE,WESTERN                      AV
3204045,06/23/2012,0245,06,Hollywood,0678,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
3204965,06/24/2012,0020,06,Hollywood,0678,17,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROMAINE,WESTERN                      AV
3204966,06/24/2012,0030,06,Hollywood,0646,27,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,FOUNTAIN,WESTERN
3205148,06/24/2012,0200,06,Hollywood,0646,21,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,INSTITUTE,WESTERN
3205150,06/24/2012,0130,06,Hollywood,0678,19,M,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MELROSE,WESTERN
3205190,06/24/2012,0335,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROMAINE,WESTERN
3209344,06/27/2012,2315,06,Hollywood,0678,32,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3209350,06/28/2012,0020,06,Hollywood,0678,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMONGROVE,WESTERN
3210791,06/29/2012,0045,06,Hollywood,0677,22,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
3212051,06/29/2012,2305,06,Hollywood,0657,33,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN                      AV
3212269,06/30/2012,0150,06,Hollywood,0659,36,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SUNSET                       BL,WESTERN                      AV
3212325,06/30/2012,0215,06,Hollywood,0657,29,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
3216246,10/10/2012,0540,20,Olympic,2002,24,F,W,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,CLINTON,WESTERN
3217134,07/04/2012,0250,06,Hollywood,0657,29,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROMAINE,WESTERN
3217143,07/04/2012,0310,06,Hollywood,0657,20,F,W,13,Prostitution/Allied,M,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,BARTON,WESTERN                      AV
3217174,07/04/2012,0315,20,Olympic,2091,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST ST,WESTERN                      AV
3217211,07/04/2012,0315,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,INSTITUTE,WESTERN
3217255,07/04/2012,0445,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
3219505,07/05/2012,2130,06,Hollywood,0647,39,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON                     AV,WESTERN                      AV
